,destination region,source region,descendant tips,source node,# descendants,date_midbranch
10,GA,NON_GA,"['|GA-EHC-038L', 'hCoV-19/USA/GA_1445/2020|EPI_ISL_420788|2020-03-04', 'hCoV-19/USA/GA-CDC-8427/2020|EPI_ISL_594456|2020-03-06', 'hCoV-19/USA/GA_2118/2020|EPI_ISL_424861|2020-03-08', 'hCoV-19/USA/GA_2343/2020|EPI_ISL_424864|2020-03-10', 'hCoV-19/USA/GA-QDX-2553/2020|EPI_ISL_604781|2020-03-14', 'hCoV-19/USA/GA-QDX-2158/2020|EPI_ISL_604451|2020-03-14', '|GA-EHC-108D', '|GA-EHC-035I', 'hCoV-19/USA/GA-QDX-2259/2020|EPI_ISL_604531|2020-03-13', 'hCoV-19/USA/GA_1847/2020|EPI_ISL_424859|2020-03-05', '|GA-EHC-037K', 'hCoV-19/USA/GA-QDX-2461/2020|EPI_ISL_604779|2020-03-14', 'hCoV-19/USA/GA_2070/2020|EPI_ISL_426417|2020-03-07', 'hCoV-19/USA/GA-QDX-2443/2020|EPI_ISL_604778|2020-03-13', 'hCoV-19/USA/GA_1320/2020|EPI_ISL_420786|2020-03-03', '|GA-EHC-042P', '|GA-EHC-018R', 'hCoV-19/USA/GA-QDX-2150/2020|EPI_ISL_604450|2020-03-14', '|GA-EHC-060H', 'hCoV-19/USA/GA-QDX-579/2020|EPI_ISL_571290|2020-03-16', '|GA-EHC-113J', 'hCoV-19/USA/GA-QDX-53/2020|EPI_ISL_467849|2020-03-13', '|GA-EHC-040N', '|GA-EHC-111G', 'hCoV-19/USA/GA-QDX-2196/2020|EPI_ISL_604527|2020-03-13', 'hCoV-19/USA/GA-CDC-2059/2020|EPI_ISL_452125|2020-03-07', 'hCoV-19/USA/GA-QDX-2442/2020|EPI_ISL_604777|2020-03-13', 'hCoV-19/USA/GA-QDX-2115/2020|EPI_ISL_604449|2020-03-14', '|GA-EHC-097S', '|GA-EHC-044R', '|GA-EHC-022V', '|GA-EHC-009I', 'hCoV-19/USA/GA-QDX-2420/2020|EPI_ISL_604695|2020-03-16', 'hCoV-19/USA/GA-QDX-2425/2020|EPI_ISL_604697|2020-03-16', 'hCoV-19/USA/GA-QDX-582/2020|EPI_ISL_571293|2020-03-17', 'hCoV-19/USA/GA-QDX-1742/2020|EPI_ISL_604025|2020-03-16', 'hCoV-19/USA/GA-QDX-594/2020|EPI_ISL_571295|2020-03-18', '|GA-EHC-054B', '|GA-EHC-043Q', 'hCoV-19/USA/GA-QDX-2571/2020|EPI_ISL_604931|2020-03-14', 'hCoV-19/USA/GA-QDX-578/2020|EPI_ISL_571289|2020-03-17', '|GA-EHC-023W', '|GA-EHC-052Z', 'hCoV-19/USA/GA-UW-MAYO64/2020|EPI_ISL_500515|2020-03-22', 'hCoV-19/USA/GA-UW-MAYO63/2020|EPI_ISL_501074|2020-03-20', '|GA-EHC-051Y', '|GA-EHC-048V', 'hCoV-19/USA/GA-QDX-1771/2020|EPI_ISL_604027|2020-03-16', 'hCoV-19/USA/GA-QDX-2219/2020|EPI_ISL_604529|2020-03-15', '|GA-EHC-033G', 'hCoV-19/USA/GA-QDX-1717/2020|EPI_ISL_604024|2020-03-16', 'hCoV-19/USA/GA-QDX-2367/2020|EPI_ISL_604692|2020-03-16', '|GA-EHC-086H', '|GA-EHC-080B', '|GA-EHC-032F', 'hCoV-19/USA/GA-QDX-2388/2020|EPI_ISL_604694|2020-03-16', '|GA-EHC-117N', 'hCoV-19/USA/GA-UW-MAYO61/2020|EPI_ISL_500513|2020-03-17', 'hCoV-19/USA/GA-QDX-597/2020|EPI_ISL_571296|2020-03-17', '|GA-EHC-030D', '|GA-EHC-053A', 'hCoV-19/USA/GA-QDX-116/2020|EPI_ISL_467846|2020-03-13', 'hCoV-19/USA/GA-QDX-580/2020|EPI_ISL_571291|2020-03-18', '|GA-EHC-047U', 'hCoV-19/USA/GA-QDX-122/2020|EPI_ISL_467847|2020-03-13', 'hCoV-19/USA/GA-QDX-577/2020|EPI_ISL_571288|2020-03-18', 'hCoV-19/USA/GA-QDX-1938/2020|EPI_ISL_604222|2020-03-13', 'hCoV-19/USA/GA-QDX-152/2020|EPI_ISL_467848|2020-03-13', 'hCoV-19/USA/GA-QDX-115/2020|EPI_ISL_467845|2020-03-13']",NODE_0000302,70,2020.1141251239696
11,GA,NON_GA,"['|GA-EHC-034H', '|GA-EHC-049W']",NODE_0004028,2,2020.1977682737022
12,GA,NON_GA,"['|GA-EHC-110F', 'hCoV-19/USA/GA-QDX-581/2020|EPI_ISL_571292|2020-03-18', '|GA-EHC-041O']",NODE_0003744,3,2020.1765829931305
13,GA,NON_GA,"['hCoV-19/USA/GA-QDX-2558/2020|EPI_ISL_604782|2020-03-14', '|GA-EHC-036J']",NODE_0001327,2,2020.175657306464
14,GA,NON_GA,"['hCoV-19/USA/GA_1299/2020|EPI_ISL_420787|2020-03-03', '|GA-EHC-069Q']",NODE_0001067,2,2020.1598360660737
15,GA,NON_GA,['hCoV-19/USA/GA-QDX-2209/2020|EPI_ISL_604528|2020-03-15'],NODE_0003972,1,2020.1766360157953
16,GA,NON_GA,"['|GA-EHC-119P', '|GA-EHC-050X', 'hCoV-19/USA/GA-QDX-1762/2020|EPI_ISL_604026|2020-03-16']",NODE_0004354,3,2020.1567372775296
17,GA,NON_GA,"['hCoV-19/USA/GA_1621/2020|EPI_ISL_424858|2020-03-04', '|GA-EHC-064L']",NODE_0001200,2,2020.161599718927
18,GA,NON_GA,"['hCoV-19/USA/GA-QDX-2511/2020|EPI_ISL_604780|2020-03-13', '|GA-EHC-031E', 'hCoV-19/USA/GA-QDX-2235/2020|EPI_ISL_604530|2020-03-15']",NODE_0000226,3,2020.1738597770052
19,GA,NON_GA,['|GA-EHC-083E'],NODE_0003106,1,2020.1237748814342
20,GA,NON_GA,['|GA-EHC-016P'],NODE_0003816,1,2020.199091785173
